"ID"	"adj.P.Val"	"P.Value"	"miRNA_ID_LIST"	"SPOT_ID"
"bdi-miR5170_st"	"0.928445"	"6.96e-01"	"bdi-MIR5170"	""
"zma-miR172b-star_st"	"0.928493"	"6.96e-01"	"zma-MIR172b"	""
"ENSG00000239011_st"	"0.928493"	"6.96e-01"	""	"snoRNA: ENSG00000239011"
"ENSG00000251967_st"	"0.928493"	"6.96e-01"	""	"snoRNA: ENSG00000251967"
"dme-miR-985-5p_st"	"0.928501"	"6.96e-01"	"dme-mir-985"	""
"mmu-miR-200c-star_st"	"0.928593"	"6.96e-01"	"mmu-mir-200c"	""
"cin-miR-4003d-3p_st"	"0.928627"	"6.96e-01"	"cin-mir-4003d"	""
"cte-miR-184a_st"	"0.92877"	"6.96e-01"	"cte-mir-184a"	""
"gga-miR-1662_st"	"0.928825"	"6.97e-01"	"gga-mir-1662"	""
"cfa-miR-133b_st"	"0.928825"	"6.97e-01"	"cfa-mir-133b"	""
"hp_hsa-mir-567_st"	"0.928825"	"6.97e-01"	""	"stem-loop: hsa-mir-567"
"ENSG00000252238_x_st"	"0.928898"	"6.97e-01"	""	"snoRNA: ENSG00000252238"
"mmu-miR-149-star_st"	"0.928939"	"6.97e-01"	"mmu-mir-149"	""
"mtr-miR395a_st"	"0.928939"	"6.97e-01"	"mtr-MIR395a"	""
"hsa-miR-4282_st"	"0.92905"	"6.97e-01"	"hsa-mir-4282"	""
"ppt-miR1212_st"	"0.92905"	"6.97e-01"	"ppt-MIR1212"	""
"cre-miR906-5p_st"	"0.92905"	"6.97e-01"	"cre-MIR906"	""
"rno-miR-325-3p_st"	"0.929318"	"6.97e-01"	"rno-mir-325"	""
"bta-miR-2320-star_st"	"0.929324"	"6.97e-01"	"bta-mir-2320"	""
"ppc-miR-2236b_st"	"0.929324"	"6.97e-01"	"ppc-mir-2236b"	""
"ssc-miR-545_st"	"0.929351"	"6.97e-01"	"ssc-mir-545"	""
"tgu-miR-144_st"	"0.929428"	"6.97e-01"	"tgu-mir-144"	""
"hvu-miR5052_st"	"0.929461"	"6.98e-01"	"hvu-MIR5052"	""
"14qII-20_x_st"	"0.929461"	"6.98e-01"	"NA"	"CDBox: 14qII-20"
"osa-miR445i_st"	"0.929541"	"6.98e-01"	"osa-MIR445i"	""
"xtr-miR-92b_st"	"0.929583"	"6.98e-01"	"xtr-mir-92b"	""
"AFFX-HUMISGF3A/M97935_3_st"	"0.92961"	"6.98e-01"	""	"--Affymetrix Control Sequence"
"oan-miR-1421aj_st"	"0.929934"	"6.98e-01"	"oan-mir-1421aj"	""
"oan-miR-1387_st"	"0.929938"	"6.98e-01"	"oan-mir-1387"	""
"hp_hsa-mir-937_st"	"0.929975"	"6.98e-01"	""	"stem-loop: hsa-mir-937"
"ggo-miR-218_st"	"0.929979"	"6.98e-01"	"ggo-mir-218"	""
"cbr-miR-259_st"	"0.930059"	"6.98e-01"	"cbr-mir-259"	""
"pma-miR-18b_st"	"0.930263"	"6.99e-01"	"pma-mir-18b"	""
"hsa-miR-4711-5p_st"	"0.930263"	"6.99e-01"	"hsa-mir-4711"	""
"bta-miR-302c_st"	"0.930263"	"6.99e-01"	"bta-mir-302c"	""
"mtr-miR2594a_st"	"0.930263"	"6.99e-01"	"mtr-MIR2594a"	""
"lgi-miR-315_st"	"0.930263"	"6.99e-01"	"lgi-mir-315"	""
"osa-miR399d_st"	"0.930263"	"6.99e-01"	"osa-MIR399d"	""
"crm-miR-59_st"	"0.930263"	"6.99e-01"	"crm-mir-59"	""
"vvi-miR3633b_st"	"0.930263"	"6.99e-01"	"vvi-MIR3633b"	""
"ppt-miR1030c_st"	"0.930263"	"6.99e-01"	"ppt-MIR1030c"	""
"ENSG00000238552_st"	"0.930263"	"6.99e-01"	""	"snoRNA: ENSG00000238552"
"mtr-miR2599_st"	"0.930263"	"6.99e-01"	"mtr-MIR2599"	""
"hp_hsa-mir-103b-2_x_st"	"0.930263"	"6.99e-01"	""	"stem-loop: hsa-mir-103b-2"
"mmu-miR-493_st"	"0.930266"	"6.99e-01"	"mmu-mir-493"	""
"bmo-miR-2784_st"	"0.930427"	"6.99e-01"	"bmo-mir-2784"	""
"gma-miR1507b_st"	"0.930525"	"6.99e-01"	"gma-MIR1507b"	""
"ptr-miR-208b_st"	"0.930525"	"6.99e-01"	"ptr-mir-208b"	""
"hsa-miR-3689b-star_st"	"0.930525"	"6.99e-01"	"hsa-mir-3689b"	""
"sko-miR-9_st"	"0.930525"	"6.99e-01"	"sko-mir-9"	""
"osa-miR5077_st"	"0.930525"	"6.99e-01"	"osa-MIR5077"	""
"ENSG00000238567_st"	"0.930532"	"6.99e-01"	""	"snoRNA: ENSG00000238567"
"ssc-miR-532-3p_st"	"0.930532"	"6.99e-01"	"ssc-mir-532"	""
"cte-miR-1989_st"	"0.930532"	"6.99e-01"	"cte-mir-1989"	""
"mtr-miR2630d_st"	"0.930532"	"6.99e-01"	"mtr-MIR2630d"	""
"tcc-miR827_st"	"0.930599"	"7.00e-01"	"tcc-MIR827"	""
"ENSG00000238629_st"	"0.930766"	"7.00e-01"	""	"snoRNA: ENSG00000238629"
"ptr-miR-208a_st"	"0.930766"	"7.00e-01"	"ptr-mir-208a"	""
"hsa-miR-4488_st"	"0.930766"	"7.00e-01"	"hsa-mir-4488"	""
"ame-miR-3774_st"	"0.930789"	"7.00e-01"	"ame-mir-3774"	""
"eca-miR-670_st"	"0.930789"	"7.00e-01"	"eca-mir-670"	""
"hp_hsa-mir-769_st"	"0.930926"	"7.00e-01"	""	"stem-loop: hsa-mir-769"
"ENSG00000252138_st"	"0.931074"	"7.00e-01"	""	"snoRNA: ENSG00000252138"
"hsa-miR-548b-3p_st"	"0.931074"	"7.00e-01"	"hsa-mir-548b"	""
"gga-miR-1753_st"	"0.931074"	"7.00e-01"	"gga-mir-1753-1 // gga-mir-1753-2"	""
"hp_hsa-mir-1244-1_s_st"	"0.931074"	"7.00e-01"	""	"stem-loop: hsa-mir-1244-1"
"ENSG00000238974_x_st"	"0.931074"	"7.00e-01"	""	"snoRNA: ENSG00000238974"
"hsa-miR-188-5p_st"	"0.931074"	"7.00e-01"	"hsa-mir-188"	""
"cel-miR-63_st"	"0.931074"	"7.00e-01"	"cel-mir-63"	""
"gga-miR-302c_st"	"0.931074"	"7.00e-01"	"gga-mir-302c"	""
"rno-miR-877_st"	"0.931074"	"7.01e-01"	"rno-mir-877"	""
"hsa-miR-4697-3p_st"	"0.931074"	"7.01e-01"	"hsa-mir-4697"	""
"ENSG00000238972_x_st"	"0.931074"	"7.01e-01"	""	"snoRNA: ENSG00000238972"
"dvi-miR-307_st"	"0.931089"	"7.01e-01"	"dvi-mir-307"	""
"mghv-miR-M1-4_st"	"0.931089"	"7.01e-01"	"mghv-mir-M1-4"	""
"gga-miR-1722_st"	"0.931145"	"7.01e-01"	"gga-mir-1722"	""
"hp_rno-mir-487b_st"	"0.931145"	"7.01e-01"	""	"stem-loop: rno-mir-487b"
"sko-miR-281_st"	"0.931145"	"7.01e-01"	"sko-mir-281"	""
"mdv1-miR-M10-5p_st"	"0.931145"	"7.01e-01"	"mdv1-mir-M10"	""
"hp_hsa-mir-3622b_st"	"0.931145"	"7.01e-01"	""	"stem-loop: hsa-mir-3622b"
"mml-miR-577_st"	"0.931145"	"7.01e-01"	"mml-mir-577"	""
"hp_hsa-mir-642a_st"	"0.931145"	"7.01e-01"	""	"stem-loop: hsa-mir-642a"
"mmu-miR-3058-star_st"	"0.931145"	"7.01e-01"	"mmu-mir-3058"	""
"hsa-miR-597_st"	"0.931145"	"7.01e-01"	"hsa-mir-597"	""
"ACA37_x_st"	"0.931145"	"7.01e-01"	""	"HAcaBox: ACA37"
"hp_hsa-mir-514-3_s_st"	"0.931145"	"7.01e-01"	""	"stem-loop: hsa-mir-514-3"
"hp_hsa-mir-4539_st"	"0.931145"	"7.01e-01"	""	"stem-loop: hsa-mir-4539"
"dme-miR-4950-3p_st"	"0.931145"	"7.01e-01"	"dme-mir-4950"	""
"dya-miR-1_st"	"0.931145"	"7.01e-01"	"dya-mir-1"	""
"smo-miR1115-3p_st"	"0.931145"	"7.01e-01"	"smo-MIR1115"	""
"hsa-miR-219-1-3p_st"	"0.931145"	"7.01e-01"	"hsa-mir-219-1"	""
"ENSG00000238630_x_st"	"0.931145"	"7.01e-01"	""	"snoRNA: ENSG00000238630"
"gga-miR-1672_st"	"0.931145"	"7.01e-01"	"gga-mir-1672"	""
"hp_rno-mir-485_st"	"0.931145"	"7.01e-01"	""	"stem-loop: rno-mir-485"
"bdi-miR395i_st"	"0.931145"	"7.01e-01"	"bdi-MIR395i"	""
"cbr-miR-353_st"	"0.931145"	"7.02e-01"	"cbr-mir-353"	""
"dmo-miR-281-2-star_st"	"0.931145"	"7.02e-01"	"dmo-mir-281-2"	""
"ggo-miR-95_st"	"0.931145"	"7.02e-01"	"ggo-mir-95"	""
"hp_mmu-mir-1904_st"	"0.931145"	"7.02e-01"	""	"stem-loop: mmu-mir-1904"
"gga-miR-1673_st"	"0.931145"	"7.02e-01"	"gga-mir-1673"	""
"ENSG00000238459_x_st"	"0.931171"	"7.02e-01"	""	"snoRNA: ENSG00000238459"
"hp_hsa-mir-631_x_st"	"0.931171"	"7.02e-01"	""	"stem-loop: hsa-mir-631"
"hp_hsa-mir-181a-1_st"	"0.931171"	"7.02e-01"	""	"stem-loop: hsa-mir-181a-1"
"ssp-miR167b_st"	"0.931171"	"7.02e-01"	"ssp-MIR167b"	""
"rno-miR-338-star_st"	"0.931171"	"7.02e-01"	"rno-mir-338"	""
"hp_mmu-mir-128-1_x_st"	"0.931171"	"7.02e-01"	""	"stem-loop: mmu-mir-128-1"
"hp_mmu-mir-1954_x_st"	"0.931171"	"7.02e-01"	""	"stem-loop: mmu-mir-1954"
"mmu-miR-3082-3p_st"	"0.93125"	"7.02e-01"	"mmu-mir-3082"	""
"nve-miR-2043b_st"	"0.93125"	"7.02e-01"	"nve-mir-2043b"	""
"dse-miR-263a_st"	"0.93125"	"7.02e-01"	"dse-mir-263a"	""
"hp_hsa-mir-4779_st"	"0.93125"	"7.02e-01"	""	"stem-loop: hsa-mir-4779"
"oan-miR-196b-star_st"	"0.93125"	"7.02e-01"	"oan-mir-196b"	""
"bta-miR-2284e_st"	"0.93125"	"7.02e-01"	"bta-mir-2284e"	""
"bfl-miR-182a_st"	"0.93125"	"7.02e-01"	"bfl-mir-182a"	""
"hp_hsa-mir-3174_st"	"0.93125"	"7.02e-01"	""	"stem-loop: hsa-mir-3174"
"ENSG00000200318_x_st"	"0.931253"	"7.02e-01"	""	"snoRNA: ENSG00000200318"
"bmo-miR-3357_st"	"0.931253"	"7.02e-01"	"bmo-mir-3357"	""
"ath-miR854a_st"	"0.931253"	"7.02e-01"	"ath-MIR854a"	""
"hp_hsa-mir-4801_st"	"0.931253"	"7.02e-01"	""	"stem-loop: hsa-mir-4801"
"gma-miR160_st"	"0.931347"	"7.03e-01"	"gma-MIR160"	""
"hp_hsa-mir-3115_st"	"0.931347"	"7.03e-01"	""	"stem-loop: hsa-mir-3115"
"hsa-miR-3973_st"	"0.931347"	"7.03e-01"	"hsa-mir-3973"	""
"hp_hsa-mir-3118-2_x_st"	"0.931347"	"7.03e-01"	""	"stem-loop: hsa-mir-3118-2"
"ptr-miR-487b_st"	"0.931347"	"7.03e-01"	"ptr-mir-487b"	""
"ebv-miR-BART18-3p_st"	"0.931347"	"7.03e-01"	"ebv-mir-BART18"	""
"aqc-miR477e_st"	"0.931388"	"7.03e-01"	"aqc-MIR477e"	""
"ENSG00000221300_x_st"	"0.931388"	"7.03e-01"	""	"snoRNA: ENSG00000221300"
"hsa-miR-4646-5p_st"	"0.931415"	"7.03e-01"	"hsa-mir-4646"	""
"bmo-miR-3327_st"	"0.931415"	"7.03e-01"	"bmo-mir-3327"	""
"hp_mmu-mir-199a-1_x_st"	"0.931415"	"7.03e-01"	""	"stem-loop: mmu-mir-199a-1"
"spu-miR-184_st"	"0.931415"	"7.03e-01"	"spu-mir-184"	""
"ppy-miR-302d_st"	"0.931415"	"7.03e-01"	"ppy-mir-302d"	""
"ENSG00000199196_st"	"0.931415"	"7.03e-01"	""	"snoRNA: ENSG00000199196"
"bta-miR-449d_st"	"0.931439"	"7.03e-01"	"bta-mir-449d"	""
"oan-miR-1421e-star_st"	"0.931452"	"7.03e-01"	"oan-mir-1421e"	""
"ptr-miR-1244_st"	"0.931467"	"7.03e-01"	"ptr-mir-1244-1 // ptr-mir-1244-10 // ptr-mir-1244-11 // ptr-mir-1244-2 // ptr-mir-1244-3 // ptr-mir-1244-4 // ptr-mir-1244-5 // ptr-mir-1244-6 // ptr-mir-1244-7 // ptr-mir-1244-8 // ptr-mir-1244-9"	""
"vvi-miR3628-star_st"	"0.931483"	"7.03e-01"	"vvi-MIR3628"	""
"ENSG00000201348_st"	"0.931543"	"7.03e-01"	""	"snoRNA: ENSG00000201348"
"bma-miR-133_st"	"0.931543"	"7.03e-01"	"bma-mir-133"	""
"oan-miR-140-star_st"	"0.931543"	"7.04e-01"	"oan-mir-140"	""
"mmu-miR-19a_st"	"0.931543"	"7.04e-01"	"mmu-mir-19a"	""
"ENSG00000202231_st"	"0.931543"	"7.04e-01"	""	"snoRNA: ENSG00000202231"
"bmo-miR-2846_st"	"0.931543"	"7.04e-01"	"bmo-mir-2846"	""
"hp_mmu-mir-721_st"	"0.931543"	"7.04e-01"	""	"stem-loop: mmu-mir-721"
"ath-miR849_st"	"0.931543"	"7.04e-01"	"ath-MIR849"	""
"hp_mmu-mir-3060_st"	"0.931543"	"7.04e-01"	""	"stem-loop: mmu-mir-3060"
"rno-miR-216a-star_st"	"0.931543"	"7.04e-01"	"rno-mir-216a"	""
"hsa-miR-548ab_st"	"0.931543"	"7.04e-01"	"hsa-mir-548ab"	""
"gga-miR-1679_st"	"0.931543"	"7.04e-01"	"gga-mir-1679"	""
"bdi-miR167d_st"	"0.931543"	"7.04e-01"	"bdi-MIR167d"	""
"osa-miR396g_st"	"0.931543"	"7.04e-01"	"osa-MIR396g"	""
"ENSG00000239136_st"	"0.931543"	"7.04e-01"	""	"snoRNA: ENSG00000239136"
"mmu-miR-718_st"	"0.931543"	"7.04e-01"	"mmu-mir-718"	""
"bta-miR-2464-5p_st"	"0.931543"	"7.04e-01"	"bta-mir-2464"	""
"HBII-85-2_x_st"	"0.931543"	"7.04e-01"	""	"CDBox: HBII-85-2"
"ptc-miR396b_st"	"0.931543"	"7.04e-01"	"ptc-MIR396b"	""
"ENSG00000238461_x_st"	"0.931543"	"7.04e-01"	""	"snoRNA: ENSG00000238461"
"mmu-miR-290-3p_st"	"0.931543"	"7.04e-01"	"mmu-mir-290"	""
"far-miR169_st"	"0.931543"	"7.04e-01"	"far-MIR169"	""
"ghb-miR169a_st"	"0.931557"	"7.04e-01"	"ghb-MIR169a"	""
"tca-miR-92b-5p_st"	"0.931593"	"7.04e-01"	"tca-mir-92b"	""
"ame-miR-3754_st"	"0.931641"	"7.04e-01"	"ame-mir-3754"	""
"dgr-miR-14_st"	"0.931714"	"7.04e-01"	"dgr-mir-14"	""
"vvi-miR172b_st"	"0.931934"	"7.05e-01"	"vvi-MIR172b"	""
"hp_mmu-mir-710_st"	"0.932141"	"7.05e-01"	""	"stem-loop: mmu-mir-710"
"hp_mmu-mir-3065_st"	"0.932339"	"7.05e-01"	""	"stem-loop: mmu-mir-3065"
"mtr-miR2596_st"	"0.932339"	"7.05e-01"	"mtr-MIR2596"	""
"bmo-miR-927_st"	"0.932339"	"7.05e-01"	"bmo-mir-927"	""
"cfa-miR-153_st"	"0.932339"	"7.05e-01"	"cfa-mir-153"	""
"cqu-miR-317_st"	"0.932339"	"7.05e-01"	"cqu-mir-317"	""
"oan-miR-7_st"	"0.932339"	"7.05e-01"	"oan-mir-7-1 // oan-mir-7-2 // oan-mir-7-3"	""
"dmo-miR-31b_st"	"0.932339"	"7.05e-01"	"dmo-mir-31b"	""
"ath-miR867_st"	"0.932339"	"7.05e-01"	"ath-MIR867"	""
"dsi-miR-2584_st"	"0.932339"	"7.05e-01"	"dsi-mir-2584"	""
"ENSG00000238685_x_st"	"0.932339"	"7.05e-01"	""	"snoRNA: ENSG00000238685"
"iltv-miR-I7_st"	"0.932339"	"7.05e-01"	"iltv-mir-I7"	""
"hp_mmu-mir-1898_st"	"0.932363"	"7.05e-01"	""	"stem-loop: mmu-mir-1898"
"ptc-miR169y_st"	"0.932363"	"7.05e-01"	"ptc-MIR169y"	""
"hp_hsa-mir-4734_st"	"0.932372"	"7.05e-01"	""	"stem-loop: hsa-mir-4734"
"mmu-miR-448-3p_st"	"0.932381"	"7.06e-01"	"mmu-mir-448"	""
"dme-miR-4957-5p_st"	"0.932388"	"7.06e-01"	"dme-mir-4957"	""
"aly-miR397a-star_st"	"0.932437"	"7.06e-01"	"aly-MIR397a"	""
"ebv-miR-BHRF1-2_st"	"0.932561"	"7.06e-01"	"ebv-mir-BHRF1-2"	""
"dvi-miR-313_st"	"0.932561"	"7.06e-01"	"dvi-mir-313"	""
"cin-miR-4112-3p_st"	"0.932561"	"7.06e-01"	"cin-mir-4112"	""
"osa-miR169b_st"	"0.932561"	"7.06e-01"	"osa-MIR169b"	""
"crm-miR-38_st"	"0.932561"	"7.06e-01"	"crm-mir-38"	""
"hsa-miR-561_st"	"0.932561"	"7.06e-01"	"hsa-mir-561"	""
"hp_hsa-mir-1179_st"	"0.932561"	"7.06e-01"	""	"stem-loop: hsa-mir-1179"
"oar-miR-758-5p_st"	"0.932561"	"7.06e-01"	"oar-mir-758"	""
"tgu-miR-1805-star_st"	"0.932561"	"7.06e-01"	"tgu-mir-1805"	""
"zma-miR169o-star_st"	"0.932561"	"7.06e-01"	"zma-MIR169o"	""
"dre-miR-19b-star_st"	"0.932561"	"7.06e-01"	"dre-mir-19b"	""
"osa-miR395w_st"	"0.932624"	"7.06e-01"	"osa-MIR395w"	""
"osa-miR444e_st"	"0.932903"	"7.06e-01"	"osa-MIR444e"	""
"sko-miR-182_st"	"0.933055"	"7.07e-01"	"sko-mir-182"	""
"osa-miR809f_st"	"0.933055"	"7.07e-01"	"osa-MIR809f"	""
"zma-miR167h_st"	"0.933055"	"7.07e-01"	"zma-MIR167h"	""
"pma-miR-4567_st"	"0.933086"	"7.07e-01"	"pma-mir-4567"	""
"rno-miR-16-star_st"	"0.933086"	"7.07e-01"	"rno-mir-16"	""
"ath-miR397a_st"	"0.933086"	"7.07e-01"	"ath-MIR397a"	""
"mtr-miR2586_st"	"0.933086"	"7.07e-01"	"mtr-MIR2586"	""
"gga-miR-1554_st"	"0.933086"	"7.07e-01"	"gga-mir-1554"	""
"hp_mmu-mir-27b_x_st"	"0.933086"	"7.07e-01"	""	"stem-loop: mmu-mir-27b"
"dme-miR-305-3p_st"	"0.933086"	"7.07e-01"	"dme-mir-305"	""
"cfa-miR-874_st"	"0.933086"	"7.07e-01"	"cfa-mir-874"	""
"mmu-miR-669l_st"	"0.933086"	"7.07e-01"	"mmu-mir-669l"	""
"HBII-82B_st"	"0.933086"	"7.07e-01"	""	"CDBox: HBII-82B"
"ath-miR413_st"	"0.933086"	"7.07e-01"	"ath-MIR413"	""
"gga-miR-1812_st"	"0.933086"	"7.07e-01"	"gga-mir-1812"	""
"cel-miR-234_st"	"0.933086"	"7.07e-01"	"cel-mir-234"	""
"ptc-miR167g_st"	"0.933086"	"7.07e-01"	"ptc-MIR167g"	""
"pma-miR-4624_st"	"0.933086"	"7.07e-01"	"pma-mir-4624"	""
"hp_hsa-mir-587_x_st"	"0.933086"	"7.07e-01"	""	"stem-loop: hsa-mir-587"
"lgi-miR-1175_st"	"0.933086"	"7.07e-01"	"lgi-mir-1175"	""
"oan-miR-1419e-star_st"	"0.93314"	"7.07e-01"	"oan-mir-1419e"	""
"bmo-miR-3426_st"	"0.93314"	"7.07e-01"	"bmo-mir-3426"	""
"ENSG00000212598_st"	"0.93316"	"7.08e-01"	""	"snoRNA: ENSG00000212598"
"cin-miR-4065-5p_st"	"0.93316"	"7.08e-01"	"cin-mir-4065"	""
"cfa-miR-454_st"	"0.93316"	"7.08e-01"	"cfa-mir-454"	""
"dme-miR-973-5p_st"	"0.93316"	"7.08e-01"	"dme-mir-973"	""
"sja-miR-7-3p_st"	"0.93316"	"7.08e-01"	"sja-mir-7"	""
"SNORA84_st"	"0.93316"	"7.08e-01"	""	"HAcaBox: SNORA84"
"hsa-miR-374a-star_st"	"0.933302"	"7.08e-01"	"hsa-mir-374a"	""
"hsa-miR-410_st"	"0.933302"	"7.08e-01"	"hsa-mir-410"	""
"bta-miR-346_st"	"0.933302"	"7.08e-01"	"bta-mir-346"	""
"ptr-miR-606_st"	"0.933308"	"7.08e-01"	"ptr-mir-606"	""
"bfl-miR-4882c_st"	"0.933308"	"7.08e-01"	"bfl-mir-4882c"	""
"cin-miR-4093-3p_st"	"0.933308"	"7.08e-01"	"cin-mir-4093"	""
"ENSG00000252495_st"	"0.933308"	"7.08e-01"	""	"snoRNA: ENSG00000252495"
"ebv-miR-BART10-star_st"	"0.933308"	"7.08e-01"	"ebv-mir-BART10"	""
"cel-miR-41-5p_st"	"0.933308"	"7.08e-01"	"cel-mir-41"	""
"mmu-miR-340-5p_st"	"0.933308"	"7.08e-01"	"mmu-mir-340"	""
"emu-miR-2c_st"	"0.933308"	"7.08e-01"	"emu-mir-2c"	""
"fru-let-7j_st"	"0.933308"	"7.08e-01"	"fru-let-7j"	""
"cbr-miR-237-star_st"	"0.933322"	"7.08e-01"	"cbr-mir-237"	""
"dps-miR-34_st"	"0.93338"	"7.08e-01"	"dps-mir-34"	""
"ENSG00000200999_x_st"	"0.93338"	"7.08e-01"	""	"snoRNA: ENSG00000200999"
"hsa-miR-145-star_st"	"0.93338"	"7.08e-01"	"hsa-mir-145"	""
"smo-miR1099_st"	"0.93356"	"7.09e-01"	"smo-MIR1099"	""
"mtr-miR2680b_st"	"0.93356"	"7.09e-01"	"mtr-MIR2680b"	""
"ath-miR778_st"	"0.933615"	"7.09e-01"	"ath-MIR778"	""
"hp_hsa-mir-487a_x_st"	"0.933684"	"7.09e-01"	""	"stem-loop: hsa-mir-487a"
"odi-miR-1499_st"	"0.933684"	"7.09e-01"	"odi-mir-1499"	""
"hp_mmu-mir-3968_st"	"0.933697"	"7.09e-01"	""	"stem-loop: mmu-mir-3968"
"bdi-miR167c_st"	"0.933697"	"7.09e-01"	"bdi-MIR167c"	""
"hsa-miR-875-5p_st"	"0.933729"	"7.09e-01"	"hsa-mir-875"	""
"mtr-miR2620_st"	"0.933764"	"7.09e-01"	"mtr-MIR2620"	""
"rno-miR-299-star_st"	"0.933764"	"7.09e-01"	"rno-mir-299"	""
"cin-let-7b_st"	"0.933793"	"7.09e-01"	"cin-let-7b"	""
"tca-miR-3846-3p_st"	"0.933804"	"7.09e-01"	"tca-mir-3846"	""
"hp_hsa-mir-548s_x_st"	"0.93407"	"7.10e-01"	""	"stem-loop: hsa-mir-548s"
"hp_mmu-mir-509_st"	"0.93407"	"7.10e-01"	""	"stem-loop: mmu-mir-509"
"age-miR-133a_st"	"0.93407"	"7.10e-01"	"age-mir-133a"	""
"osa-miR1854-5p_st"	"0.93407"	"7.10e-01"	"osa-MIR1854"	""
"dwi-miR-2b_st"	"0.93407"	"7.10e-01"	"dwi-mir-2b"	""
"osa-miR807a_st"	"0.93407"	"7.10e-01"	"osa-MIR807a"	""
"hp_mmu-mir-425_st"	"0.93407"	"7.10e-01"	""	"stem-loop: mmu-mir-425"
"ENSG00000238369_x_st"	"0.93407"	"7.10e-01"	""	"snoRNA: ENSG00000238369"
"hp_mmu-mir-1931_st"	"0.934105"	"7.10e-01"	""	"stem-loop: mmu-mir-1931"
"hp_hsa-mir-3166_st"	"0.934105"	"7.10e-01"	""	"stem-loop: hsa-mir-3166"
"sme-miR-2161_st"	"0.934123"	"7.10e-01"	"sme-mir-2161"	""
"HBII-419_st"	"0.934181"	"7.10e-01"	""	"CDBox: HBII-419"
"zma-miR395g-star_st"	"0.934251"	"7.10e-01"	"zma-MIR395g"	""
"sme-miR-2204-5p_st"	"0.934321"	"7.10e-01"	"sme-mir-2204"	""
"hp_hsa-mir-4257_st"	"0.934321"	"7.10e-01"	""	"stem-loop: hsa-mir-4257"
"hp_rno-mir-301a_st"	"0.934321"	"7.10e-01"	""	"stem-loop: rno-mir-301a"
"hp_rno-mir-191_st"	"0.934321"	"7.10e-01"	""	"stem-loop: rno-mir-191"
"mmu-miR-1186_st"	"0.934339"	"7.10e-01"	"mmu-mir-1186"	""
"dme-miR-2499-5p_st"	"0.934339"	"7.10e-01"	"dme-mir-2499"	""
"hp_hsa-mir-4669_st"	"0.934339"	"7.10e-01"	""	"stem-loop: hsa-mir-4669"
"rno-miR-501_st"	"0.934339"	"7.10e-01"	"rno-mir-501"	""
"mml-miR-205_st"	"0.934339"	"7.10e-01"	"mml-mir-205"	""
"ENSG00000238309_x_st"	"0.934555"	"7.11e-01"	""	"snoRNA: ENSG00000238309"
"hp_hsa-mir-625_x_st"	"0.934555"	"7.11e-01"	""	"stem-loop: hsa-mir-625"
"cin-miR-4006d-3p_st"	"0.934555"	"7.11e-01"	"cin-mir-4006d"	""
"oan-miR-1342_st"	"0.934555"	"7.11e-01"	"oan-mir-1342"	""
"oan-miR-454_st"	"0.934555"	"7.11e-01"	"oan-mir-454"	""
"hsa-miR-3680_st"	"0.934555"	"7.11e-01"	"hsa-mir-3680"	""
"gga-miR-1452_st"	"0.934555"	"7.11e-01"	"gga-mir-1452"	""
"ENSG00000238978_st"	"0.934555"	"7.11e-01"	""	"snoRNA: ENSG00000238978"
"cqu-miR-9_st"	"0.934555"	"7.11e-01"	"cqu-mir-9"	""
"cin-miR-4030-3p_st"	"0.934555"	"7.11e-01"	"cin-mir-4030"	""
"hp_hsa-mir-1282_st"	"0.934588"	"7.11e-01"	""	"stem-loop: hsa-mir-1282"
"rno-miR-93-star_st"	"0.934659"	"7.11e-01"	"rno-mir-93"	""
"hp_hsa-mir-3622b_x_st"	"0.934825"	"7.11e-01"	""	"stem-loop: hsa-mir-3622b"
"hsa-miR-4530_st"	"0.934848"	"7.11e-01"	"hsa-mir-4530"	""
"bta-miR-2284q_st"	"0.934902"	"7.11e-01"	"bta-mir-2284q"	""
"hp_hsa-mir-1-1_x_st"	"0.934902"	"7.12e-01"	""	"stem-loop: hsa-mir-1-1"
"bta-miR-369-3p_st"	"0.934902"	"7.12e-01"	"bta-mir-369"	""
"oan-miR-125-star_st"	"0.934902"	"7.12e-01"	"oan-mir-125"	""
"isc-miR-750_st"	"0.934902"	"7.12e-01"	"isc-mir-750"	""
"cte-miR-182_st"	"0.934902"	"7.12e-01"	"cte-mir-182"	""
"bmo-miR-3327-star_st"	"0.934902"	"7.12e-01"	"bmo-mir-3327"	""
"mml-miR-517_st"	"0.934902"	"7.12e-01"	"mml-mir-517"	""
"sbi-miR164c_st"	"0.934902"	"7.12e-01"	"sbi-MIR164c"	""
"hp_mmu-mir-708_st"	"0.934902"	"7.12e-01"	""	"stem-loop: mmu-mir-708"
"hsa-miR-3158-3p_st"	"0.934902"	"7.12e-01"	"hsa-mir-3158-1 // hsa-mir-3158-2"	""
"bmo-miR-2780a-star_st"	"0.934902"	"7.12e-01"	"bmo-mir-2780a-1"	""
"nve-miR-2032a-star_st"	"0.934902"	"7.12e-01"	"nve-mir-2032a"	""
"SNORA11D_s_st"	"0.934902"	"7.12e-01"	""	"HAcaBox: SNORA11D"
"bdi-miR172d_st"	"0.934902"	"7.12e-01"	"bdi-MIR172d"	""
"hp_hsa-mir-4277_st"	"0.934902"	"7.12e-01"	""	"stem-loop: hsa-mir-4277"
